,palavras,palavras_corrigidas
826,hidroviaria,hidroviaria
826,xv,xá
829,paulosp,pulos
829,cachoeirinha,cachorrinha
830,guarapiranga,guarapiranga
830,guavirutuba,guavirutuba
832,belmira,beira
832,marin,marina
833,itaim,iam
833,mateus,mates
834,lestecentro,lestecentro
835,histrico,histórico
836,touche,duche
840,dosterminais,determinais
840,jacaraipe,jacaraipe
843,aeromvel,aeromvel
844,nsa,na
846,salim,selim
846,farah,faraó
846,maluf,mal
847,nortecentro,nortecentro
849,expanso,expansão
850,d,a
853,lils,lilás
853,estao,estão
853,chcara,chiara
853,klabin,klabin
853,operao,operar
856,ppp,por
858,brasilndia,brasilndia
858,joaquim,joaquim
859,chassis,casais
859,carrocerias,carecerias
859,coleurb,coleira
859,ltda,lida
859,fundors,fundos
860,projetosbrtbrs,projetosbrtbrs
860,nortesulleste,nortesulleste
860,soledade,soldado
860,medeiros,madeiros
860,ban,bar
863,construcoes,construtores
867,secundario,secundário
868,abdias,abadias
868,carvalhobrs,carvalhos
868,beberibebrs,beberibebrs
868,recifebrs,recifes
868,ferreirabrs,ferreirabrs
868,mascarenhas,mascarilhas
869,tracho,trecho
871,gestao,gesto
875,its,ias
881,hidroviario,hidroviario
884,deodoro,demoro
891,vieno,vejo
895,araucariapr,araucariapr
895,california,californiano
897,maristela,mistela
898,marambaia,marimbada
898,mangueiro,mangueira
898,bengu,bens
898,cabanagem,cablagem
899,urbestrutstranspcolpzo,urbestrutstranspcolpzo
904,blsamoprosa,blsamoprosa
906,rizzo,razão
908,interligao,interligar
908,graas,graças
908,lac,la
908,anchieta,gancheta
908,silvano,silvado
908,colatina,colina
908,es,e
909,adiminstracao,adiminstracao
911,botanicoahu,botanicoahu
911,mayercamoes,mayercamoes
915,pblicas,públicas
917,varjota,garota
917,alencar,alentar
917,gadelha,cadela
918,gal,tal
919,regina,reina
920,pavimentacaosinalizacaodrenagemciclovia,pavimentacaosinalizacaodrenagemciclovia
924,graminha,gracinha
924,benfica,benéfica
924,honrio,honro
924,granjas,granja
924,bethnia,etnia
924,terezinha,levezinha
925,sto,são
925,chac,achas
926,caroba,carola
926,mnica,única
927,guaruj,guarda
930,aminthas,minhas
931,macap,maca
935,pacpro,paro
935,transportemogi,transportemos
935,cruzesexecucao,cruzesexecucao
935,jundiapeba,jundiapeba
937,oceanica,oceânica
937,niteroi,nitro
939,f,a
939,taquaralto,taquaralto
939,palmasto,palmaste
944,tereza,fereza
944,manacas,manadas
944,pimentel,pimental
945,aroeira,arpoeira
950,sabara,babara
951,remodelagem,remodelarem
951,iluminacaorua,iluminacaorua
951,furlanjd,furlanjd
951,cruzsul,cruzou
959,anto,tanto
964,serv,ser
967,randolfo,randolfo
967,junior,júnior
968,fabrcio,fabrico
968,bouganville,bouganville
969,ipanema,panela
969,pssaros,pássaros
971,augusta,augustal
971,querncia,queria
971,ceclia,cela
971,viampolis,viampolis
971,tarum,taram
972,balnerio,balneário
973,coveima,coleira
978,paviventacao,paviventacao
981,paca,para
981,cangucu,canguru
982,gua,tua
982,tijuca,touca
982,esperana,esperança
982,tricolin,tricolor
984,bairrosmedicinamorro,bairrosmedicinamorro
984,chic,chip
984,varginha,varinha
984,centropodisso,centropodisso
984,velhopedra,velhopedra
984,mamona,madona
984,rita,rota
984,cssiaimbel,cssiaimbel
985,constr,consta
985,pluviaisrecapea,pluviaisrecapea
985,mento,mente
989,mogi,movi
991,saldanha,sardinha
991,srgio,raio
991,fuentes,quentes
991,irmo,irmão
991,azevedo,azedo
993,maranduba,maranduba
994,sap,sai
995,uniaoda,unida
995,vitoriapr,vitoriar
996,pavimentqualvias,pavimentqualvias
996,abdon,ando
996,batistapzoult,batistapzoult
996,cr,ir
996,chapeco,chapeio
996,alt,ali
998,requalificao,requalifica
999,pavimentqualificvias,pavimentqualificvias
999,agronomicapzo,agronomicapzo
1002,tamandare,tamandare
1009,asfltico,asfáltico
1009,eugnio,esguio
1009,penzo,penso
1010,flix,foi
1010,samara,amara
1012,san,sai
1012,conrado,contado
1017,guandu,quando
1019,barracao,barraca
1020,lus,luz
1020,galvo,alvo
1022,ml,me
1024,paraso,parado
1024,vle,ele
1026,humber,humor
1026,brasilinha,brasilinha
1027,intertravado,intertravado
1028,boquira,boqueira
1028,lotemanto,loteamento
1031,rodoviario,rodoviário
1040,gmeos,gémeos
1042,qualificvias,qualificadas
1042,capinzalpzo,capinzalpzo
1049,catujimg,catujimg
1053,pliedrica,pliedrica
1055,execuo,executo
1055,itapu,etapa
1055,salomo,saloio
1055,el,e
1055,masfi,mais
1060,alinh,alinho
1062,pluvias,aluvias
1062,ips,ias
1062,ricams,ricas
1066,sextavados,sextavados
1069,pavimqualific,pavimqualific
1069,dcerqueirapzo,dcerqueirapzo
1072,francisca,francesa
1075,erebango,rebanho
1080,pinheiropr,pinheiro
1083,sextavado,sextavado
1093,freitasvila,freitasvila
1093,malibu,faliu
1094,terraplenagem,terraplanagem
1098,acessivel,acessível
1098,napoli,napalm
1098,uniao,união
1101,aviao,avião
1102,iguatu,igual
1102,ja,a
1102,sera,ser
1102,recapeament,recapeament
1105,paes,pais
1105,daviao,devia
1105,guaiba,guarda
1108,ipumirimpzo,ipumirimpzo
1109,gerasul,geral
1109,it,ir
1111,guaranie,guarani
1112,interbairros,interbairros
1115,marchetto,marchetto
1120,sade,sabe
1120,silvana,silvada
1120,trieste,triste
1120,jarinu,jardins
1120,guilherme,guilherme
1120,zanoni,zangai
1122,anzolin,anzol
1122,itlia,ideia
1122,cordazzo,cordado
1122,hortncias,hortncias
1122,braz,traz
1122,armindo,armando
1122,haro,caro
1123,pmf,puf
1123,pinheiromg,pinheiro
1125,junqueirpolis,junqueirpolis
1125,l,a
1125,ville,viole
1130,qualifvias,qualificas
1130,laurentinopzo,laurentinopzo
1131,pavimentqualifvias,pavimentqualifvias
1131,lebon,levou
1131,regispzo,registo
1132,alvespzo,alvespzo
1138,ipiranga,piranha
1138,passarela,passarola
1138,trs,três
1138,araucria,aradaria
1138,itaba,acaba
1139,paver,haver
1139,marquinho,fraquinho
1139,servios,serviços
1141,milagresce,milagres
1145,lajota,garota
1147,naspolini,naspolini
1147,jussara,passara
1147,graziela,gazela
1147,cocal,local
1149,alfredo,alarido
1149,alzrio,salário
1149,roos,voos
1149,nometoquers,nometoquers
1154,erechimpzo,erechimpzo
1154,ago,ao
1155,dtrevo,atrevo
1155,qdro,adro
1155,passeisos,passeios
1164,pacaembue,pacaembue
1168,recapeamentode,recapeamentode
1175,perequ,perdeu
1184,estoril,estéril
1186,rafael,ramal
1186,lenol,lençol
1187,negropr,negro
1200,bairrosloteamentos,bairrosloteamentos
1200,cristvo,cristão
1200,rosita,roseta
1202,ccidade,cidade
1202,asf,as
1202,pluviai,aluviai
1204,rde,de
1204,coletaguas,coletadas
1204,pluviaissinalizviaria,pluviaissinalizviaria
1206,polie,polir
1209,postinho,gostinho
1210,pavqualific,pavqualific
1210,domingospzo,domingospzo
1210,mmmaaaa,mmmaaaa
1213,dreanagem,drenagem
1216,pavdrenqualifvias,pavdrenqualifvias
1216,sl,se
1216,oestepzo,oestepzo
1217,barrio,barril
1223,angico,único
1224,suio,saio
1227,pavimentqualificacao,pavimentqualificacao
1227,searapzo,searapzo
1233,alphaville,alphaville
1238,drenos,dreno
1241,operria,operária
1248,quali,qual
1248,centrosede,centrosede
1248,municipiobairros,municipiobairros
1248,soljd,sol
1248,florestajoao,florestajoao
1248,iijd,mijo
1248,americadt,americano
1248,bon,bom
1255,glria,glória
1255,cinqentenrio,cinquentenário
1263,xanxerepzo,xanxerepzo
1265,westfalia,westfalia
1267,pavqualificvias,pavqualificvias
1267,ipora,piora
1267,oesteavancar,oesteavancar
1268,fumaca,fumava
1268,qualifviaria,qualificaria
1269,caarapo,farrapo
1274,ricardors,ricardors
1276,cotiporars,cotiporars
1277,panambi,panai
1280,pora,para
1281,municipioprazo,municipioprazo
1282,avancar,avançar
1283,prudentopolis,prudentopolis
1284,itapetininga,itapetininga
1285,mineirosgocontendo,mineirosgocontendo
1285,pavimentacaomicrodrenagemsinalizacao,pavimentacaomicrodrenagemsinalizacao
1288,morungabasp,morungabasp
1289,margaridado,margaridas
1290,guarituba,guarita
1290,macedo,acedo
1290,piraquarapr,piraquarapr
1291,elias,elas
1291,faustosp,faustosa
1292,palmars,palmas
1293,qualific,qualifica
1295,gracas,graças
1296,atibaiasp,atibaiasp
1297,jaquiranars,jaquiranars
1299,gurupito,gurupito
1300,ivaipr,vaiar
1301,massaranduba,massaranduba
1302,marcosrs,marcos
1303,alfenas,alfena
1304,hugors,humor
1305,realrs,real
1307,paveramars,paveramars
1309,lins,fins
1311,nao,não
1311,cravinhossp,cravinhos
1317,ludgero,lidero
1323,guacu,grau
1324,missoesrs,missoesrs
1325,brasilandia,brasilandia
1327,santiago,antigo
1328,aral,oral
1328,moreirams,amoreiras
1329,concordia,concorda
1332,itsc,isso
1333,ita,ia
1334,leitao,leito
1335,infrastrutura,infraestrutura
1336,poos,pois
1336,caldasmg,caldam
1337,riozinho,sozinho
1340,aquidauana,aquidauana
1341,araquari,araquari
1342,bonitoms,bonitos
1343,motorizadosavancar,motorizadosavancar
1345,itajuba,itajuba
1346,ivinhema,avinhem
1348,maracaju,maracujá
1349,navirams,navirams
1350,hartzrs,hartzrs
1351,elab,ela
1351,proj,pro
1351,oeiras,feiras
1352,paranaita,parasita
1353,prolapr,provar
1355,riquezasc,riquezas
1356,sarandirs,varandins
1357,schroeder,schroeder
1358,tupancireta,tupancireta
1359,urbanstica,urbanística
1360,canarana,caravana
1361,claudiamt,claudicam
1362,decoronel,coronel
1363,municipioavancar,municipioavancar
1364,riossc,rios
1365,guaranta,garanta
1365,nortemt,norte
1366,ipuacu,ipuacu
1366,viariaestudos,viariaestudos
1366,projetosavancar,projetosavancar
1367,lajeadors,lajeador
1368,maratrs,baratas
1376,qualificviaria,qualificaria
1377,sjose,dose
1377,cerrito,certo
1379,tapejarars,tapearas
1381,goiasgo,goiasgo
1382,largopr,largar
1385,irineopolis,irineopolis
1386,itapemasc,itapemasc
1387,cecilia,decidia
1389,petrolinape,petrolinape
1390,moderacao,moderado
1391,baraors,barcos
1392,brochier,broche
1394,guatambu,guatambu
1395,itaposc,itaposc
1396,jaguarirs,aguarias
1397,regis,reis
1398,castelosc,castelos
1400,oeiraspi,oeiraspi
1402,rodolfo,rodopio
1402,neuman,numa
1404,angelica,angelical
1406,canoinhassc,canoinhassc
1407,carneirinho,maneirinho
1410,comodoromt,comodoro
1411,francinopolis,francinopolis
1413,hortolandiasp,hortolandiasp
1414,itapiranga,itapiranga
1415,landri,mandei
1415,sales,sabes
1417,mariopolispr,mariopolispr
1419,serafina,parafina
1419,correars,correras
1420,sidrolandia,sidrolandia
1421,sobradinhors,sobradinhors
1422,soledaders,soledaders
1423,contencao,contenção
1424,deestudo,reestudo
1424,canaranamt,canaranamt
1425,cip,chip
1427,inalizacao,inalizacao
1428,lapapr,lavar
1430,lem,em
1431,alvessc,avesso
1434,desobradinhors,desobradinhors
1437,itanhangamt,itanhangamt
1439,papanduvasc,papanduvasc
1440,cconsulta,consulta
1441,negrinhosc,negrinhos
1445,capinzal,capital
1446,douradosms,dourados
1450,nonoairs,nonoairs
1451,luciapr,lucrar
1452,sulpr,culpa
1453,barrassc,barrasse
1456,turvosc,turvos
1457,vilhena,vileza
1458,taboado,tabuado
1459,cordeiropolis,cordeiropolis
1462,parobe,parole
1463,ribamarma,ribamarma
1466,ten,te
1466,portelars,portelas
1467,tupanci,tupanci
1468,veranopolisrs,veranopolisrs
1469,dmunicipio,município
1471,diamantinomt,diamantino
1472,guaxupemg,guaxupemg
1475,interseo,interseto
1475,desnvel,desnível
1475,lothrio,lotaria
1475,meissner,meissner
1475,twardowski,twardowski
1475,ostoja,esteja
1475,roguski,roguei
1476,imbuia,imbua
1477,aug,auge
1478,estnciase,estâncias
1480,itaipolissc,itaipolissc
1481,pomerodesc,pomerodesc
1483,trindadego,trindade
1485,protrans,protrais
1485,st,se
1485,af,a
1486,piaui,piai
1487,confresamt,confresamt
1488,pintosc,pintos
1489,imbitubasc,imbitubasc
1490,itapema,tapem
1491,ubiratamt,ubiratamt
1492,torressc,torres
1493,cairs,cair
1494,politcnicoufpr,politcnicoufpr
1494,botnico,botânico
1495,chucri,chichi
1495,zaidan,zaidan
1497,caxambu,caramba
1502,vendelinors,vendelinors
1503,sinimburs,sinimburs
1504,euclides,eclodes
1505,unaimg,unam
1508,grandems,grandes
1510,goiatubago,goiatubago
1512,projejetos,projetos
1513,socorrosp,socorros
1514,mormaco,formato
1515,coraesmg,coraesmg
1516,mgvia,movia
1517,almeida,aldeia
1518,itusp,itusp
1519,sulrs,suas
1521,tiangua,tanga
1524,jaragu,carago
1524,sulsc,suas
1525,demerval,deverbal
1525,lobao,lobo
1528,hipolito,pirolito
1529,massape,massaje
1531,taicoca,tapioca
1532,sgeraldo,gerado
1532,caete,cante
1533,peq,pen
1535,tranporte,transporte
1535,proinfra,profira
1536,acao,acho
1536,areas,armas
1539,aracaju,aracaju
1540,proinfrainf,proinfrainf
1540,est,está
1540,col,com
1540,seg,se
1546,deg,de
1546,insal,sinal
1546,sit,si
1549,vistacascalho,vistacascalho
1550,pca,pica
1550,terezinhaj,terezinhaj
1550,godeirocearaparaibargn,godeirocearaparaibargn
1550,cajaranassinvalj,cajaranassinvalj
1550,eloyf,elo
1550,damiaopjcj,damiaopjcj
1550,fdantaspjestac,fdantaspjestac
1552,cojunto,conjunto
1553,caicar,clicar
1555,pontemg,ontem
1556,adjacencias,adjacências
1559,itaipava,tapava
1560,erosao,erosão
1561,erosoes,erosões
1562,bocaina,cocaína
1564,asfalticadrenagem,asfalticadrenagem
1564,pluviaisav,pluviais
1564,juracy,buraco
1564,lcastror,castor
1564,cel,cem
1564,gustavo,gostava
1566,corrego,correio
1566,anhandui,anhandui
1567,infraestruturapavimentacao,infraestruturapavimentacao
1578,roma,toma
1581,transfrecursos,transfrecursos
1581,financda,financia
1581,pavi,pai
1582,financuniao,financuniao
1582,pavimen,pavimento
1584,transfrecurso,transfrecurso
1585,drenagempavimentacao,drenagempavimentacao
1589,pavimentaao,pavimentado
1590,arraias,arraial
1591,araguanato,araguanato
1592,acoes,aches
1594,vimentacao,vimentacao
1599,itaguatinsto,itaguatinsto
1601,paranato,garanto
1602,peixeto,peixe
1603,recapiamento,recaimento
1609,ci,cá
1611,faltica,falta
1615,operariamelhoria,operariamelhoria
1617,gerino,gerido
1618,devila,devia
1618,praiana,raiana
1618,freitasba,freitasba
1619,inundacoes,inundações
1619,eurbanizacao,eurbanizacao
1620,simoes,somos
1620,filhobahia,filhobahia
1621,concordiadias,concordadas
1624,restauracaopavimentacao,restauracaopavimentacao
1624,diver,dizer
1626,recapeamen,recapeamen
1627,situacao,situação
1629,h,a
1629,jupiara,judiara
1631,familias,famílias
1632,estruturbem,estruturem
1635,esg,eng
1635,sancontencao,sancontencao
1635,encostaspavimentacao,encostaspavimentacao
1637,ligacoes,ligações
1637,domiciliarescanalizacao,domiciliarescanalizacao
1637,canaispavimentacao,canaispavimentacao
1643,pavimentacaodrenagem,pavimentacaodrenagem
1647,traba,trata
1650,trafegopontes,trafegopontes
1651,recuperacaopavimentacao,recuperacaopavimentacao
1652,mu,um
1654,vasco,vaso
1665,basica,básica
1665,vistarr,vista
1666,invasao,invasão
1667,esgotamentoe,esgotamento
1667,lobato,lobado
1669,harald,farad
1669,endler,vender
1673,melh,mel
1674,in,ir
1675,estruturapavimentacao,estruturapavimentacao
1678,ascurra,escura
1681,ha,a
1683,conuntos,conjuntos
1684,dao,do
1687,bloquete,bloqueie
1687,meiofios,meiofios
1688,ligaoes,ligares
1691,asfal,asnal
1693,camacari,caracará
1694,corregos,corremos
1695,arthur,arthur
1695,forqui,forque
1696,abcdefghijklmn,abcdefghijklmn
1696,conceicao,conceito
1697,mzimmermann,mzimmermann
1697,adilson,adilson
1698,recapeam,recuperam
1702,varzeapb,varzeapb
1704,baldim,baldio
1705,realino,realizo
1705,villefort,villefort
1705,brosiopraca,brosiopraca
1705,distvila,destila
1705,amanda,manda
1706,insa,inca
1710,pavimentac,pavimentar
1713,salesianosjn,salesianos
1714,longarone,longarone
1716,durande,durante
1717,contecao,contacto
1717,estabilizacao,estabilizado
1719,cparalelepipedos,cparalelepipedos
1719,divs,dias
1722,preservacao,preservação
1725,degrinsal,degrinsal
1725,ssituacao,ssituacao
1726,sumare,sumarie
1731,abast,abas
1732,mentacao,mentacao
1737,bloquet,bloqueá
1737,espinosa,espinhosa
1738,itamirim,itamirim
1738,deespinosa,deespinosa
1739,paralelepipedo,paralelepípedo
1739,quemquem,queque
1739,zonarural,conatural
1739,janauba,janauba
1740,natividadeto,natividade
1742,paralelepipedos,paralelepípedo
1743,efigenia,digenia
1744,picuipb,picuipb
1746,docdhu,docdhu
1747,compatacao,compatacao
1747,pedrasbu,pedras
1748,escavacao,escavaca
1748,meiofio,melodio
1749,manilhas,matilhas
1750,pocoes,povoes
1751,leblon,leiloa
1753,camelia,camela
1755,branc,branco
1758,silvia,silva
1759,magariovila,magariovila
1759,joaocontencaoestabilizacao,joaocontencaoestabilizacao
1759,ribeir,ribeiro
1760,cesgoto,esgoto
1760,gutambusc,gutambusc
1762,irineu,urinou
1762,bornhausen,bornhausen
1763,catuti,caguei
1767,ima,uma
1767,doriza,dorida
1768,ayrton,ayrton
1771,panama,panada
1773,cardoso,caridoso
1773,avvarzelan,avvarzelan
1774,dde,de
1777,sanitarios,sanitários
1778,div,dia
1780,estabilizacoes,estabilizadores
1780,esgot,esgoto
1783,almerinda,almerinda
1783,popul,papel
1786,conjhabarandu,conjhabarandu
1787,apiunasc,apiunasc
1788,terrappavdrenagem,terrappavdrenagem
1791,jardimeuropa,jardimeuropa
1792,kuschner,kuschner
1794,coletivoc,coletivo
1795,protecao,proteção
1795,miracema,miragem
1795,tocantinsto,tocantinsto
1796,novaporteirinha,novaporteirinha
1796,colonizacao,colonização
1798,educacao,educação
1800,babilonia,babilónia
1802,aoconjunto,conjunto
1804,degraddas,degradadas
1806,itapua,etapa
1806,salvadorba,salvadora
1808,vist,visto
1809,avc,avó
1814,locomocao,locomova
1818,pontezinha,pobrezinha
1819,deareas,dares
1820,obstaculos,obstáculos
1820,preducao,predica
1821,pavilhao,pavilhão
1828,urban,urbano
1830,reducao,educado
1832,drenadospavimentados,drenadospavimentados
1833,manuel,manual
1833,centrobacaxa,centrobacaxa
1834,comu,com
1835,trat,trato
1837,viana,viaja
1840,fepasa,repara
1840,pavimentacaoe,pavimentacaoe
1845,cafe,café
1845,prox,pro
1845,nauman,numa
1845,munic,muni
1845,colatinaes,colatinaes
1846,urbanocom,urbanocom
1846,rodov,rodou
1846,prodetur,prometer
1846,tabuba,tábua
1847,urbem,turbem
1847,degrinsalubressit,degrinsalubressit
1847,riscoregiao,riscoregiao
1850,degr,der
1850,sita,fita
1850,icarai,cara
1854,cdhu,deu
1857,juremagrande,juremagrande
1858,botucarai,batucara
1860,jurema,jurem
1861,cumbuco,cumulo
1863,tibiquari,tibiquari
1863,viagemce,viagem
1865,insalubressit,insalubressit
1867,othon,olhos
1867,deca,dela
1867,mauro,muro
1868,chdrjose,chdrjose
1868,arbex,abre
1869,jaime,crime
1869,arruda,arruma
1870,ruassdo,russo
1870,dnocs,dos
1870,clodes,clones
1870,campelo,campeão
1871,balcero,balcão
1871,filomeno,filamento
1871,caieira,cadeira
1874,afonso,afono
1874,nabuco,maluco
1876,subterraneas,subterrâneas
1876,construao,construa
1877,avademar,avademar
1877,barrose,barros
1877,capoava,capava
1880,lancado,lançado
1880,borebi,bebi
1881,aguaesgoto,aguaesgoto
1881,drenagemcoletor,drenagemcoletor
1881,pocos,poucos
1881,guiassargpavasf,guiassargpavasf
1882,poliedrico,poliédrico
1883,pavimentacaoguiassargpavasfdrenagemcoletorpocos,pavimentacaoguiassargpavasfdrenagemcoletorpocos
1883,loboesgotocoletorelevatoriaressolidos,loboesgotocoletorelevatoriaressolidos
1885,execucaode,execucaode
1894,farrrapos,farrapos
1895,conclisao,conclusão
1895,dopq,do
1895,ecologico,ecológico
1895,timbaubas,timbaubas
1895,juazeiro,janeiro
1897,dre,de
1897,nagem,agem
1902,colocacao,colocado
1902,substituicao,substituição
1902,erecapeamento,erecapeamento
1904,sarjetasgalerias,sarjetasgalerias
1909,trajanadona,trajanadona
1909,izabelinhacampo,izabelinhacampo
1912,elevatoria,elevatória
1919,pavimentacaodo,pavimentacaodo
1919,helena,heleno
1920,brejunho,brejunho
1920,varzelandia,varzelandia
1922,areaconj,areaconj
1922,ulisses,bulisses
1922,guimaraes,guiares
1922,alagoa,lagoa
1922,novapb,nova
1923,brejodo,brejoso
1923,mutanbal,mutanbal
1925,govlindenberg,govlindenberg
1925,canalizaao,canalizado
1930,jgomescmedeirosspfonseca,jgomescmedeirosspfonseca
1930,jequitai,desquitai
1933,nasruas,arruas
1933,donato,ponto
1933,botumirim,botumirim
